2020-01-01,6809
2020-01-02,6810
2020-01-03,6840
2020-01-04,6855
2020-01-05,6868
2020-01-06,6885
2020-01-07,6907
2020-01-08,6933
2020-01-09,6950
2020-01-10,6984
2020-01-11,7002
2020-01-12,7019
2020-01-13,7030
2020-01-14,7065
2020-01-15,7099
2020-01-16,7120
2020-01-17,7147
2020-01-18,7170
2020-01-19,7179
2020-01-20,7199
2020-01-21,7225
2020-01-22,7241
2020-01-23,7269
2020-01-24,7294
2020-01-25,7316
2020-01-26,7342
2020-01-27,7358
2020-01-28,7389
2020-01-29,7410
2020-01-30,7434
2020-01-31,7460
2020-02-01,7485
2020-02-02,7503
2020-02-03,7519
2020-02-04,7547
2020-02-05,7639
2020-02-06,7669
2020-02-07,7691
2020-02-08,7731
2020-02-09,7758
2020-02-10,7799
2020-02-11,7845
2020-02-12,7879
2020-02-13,7905
2020-02-14,7939
2020-02-15,7965
2020-02-16,7985
2020-02-17,8018
2020-02-18,8041
2020-02-19,8086
2020-02-20,8113
2020-02-21,8138
2020-02-22,8175
2020-02-23,8211
2020-02-24,8240
2020-02-25,8268
2020-02-26,8294
2020-02-27,8322
2020-02-28,8344
2020-02-29,8365
2020-03-01,8380
2020-03-02,8400
2020-03-03,8423
2020-03-04,8452
2020-03-05,8475
2020-03-06,8496
2020-03-07,8526
2020-03-08,8559
2020-03-09,8574
2020-03-10,8602
2020-03-11,8618
2020-03-12,8664
2020-03-13,8694
2020-03-14,8706
2020-03-15,8727
2020-03-16,8738
2020-03-17,8766
2020-03-18,8786
2020-03-19,8812
2020-03-20,8838
2020-03-21,8859
2020-03-22,8873
2020-03-23,8889
2020-03-24,8913
2020-03-25,8946
2020-03-26,8980
2020-03-27,9008
2020-03-28,9045
2020-03-29,9070
2020-03-30,9103
2020-03-31,9137
2020-04-01,9166
2020-04-02,9229
2020-04-03,9269
2020-04-04,9299
2020-04-05,9321
2020-04-06,9341
2020-04-07,9387
2020-04-08,9421
2020-04-09,9469
2020-04-10,9487
2020-04-11,9524
2020-04-12,9561
2020-04-13,9587
2020-04-14,9607
2020-04-15,9632
2020-04-16,9667
2020-04-17,9688
2020-04-18,9712
2020-04-19,9739
2020-04-20,9773
2020-04-21,9804
2020-04-22,9829
2020-04-23,9871
2020-04-24,9900
2020-04-25,9934
2020-04-26,9963
2020-04-27,9984
2020-04-28,10007
2020-04-29,10034
2020-04-30,10064
2020-05-01,10098
2020-05-02,10122
2020-05-03,10151
2020-05-04,10177
2020-05-05,10213
2020-05-06,10236
2020-05-07,10270
2020-05-08,10305
2020-05-09,10326
2020-05-10,10354
2020-05-11,10405
2020-05-12,10442
2020-05-13,10490
2020-05-14,10526
2020-05-15,10556
2020-05-16,10589
2020-05-17,10618
2020-05-18,10654
2020-05-19,10693
2020-05-20,10736
2020-05-21,10774
2020-05-22,10822
2020-05-23,10858
2020-05-24,10884
2020-05-25,10926
2020-05-26,10976
2020-05-27,11010
2020-05-28,11045
2020-05-29,11091
2020-05-30,11124
2020-05-31,11151
2020-06-01,11165
2020-06-02,11189
2020-06-03,11222
2020-06-04,11260
2020-06-05,11299
2020-06-06,11326
2020-06-07,11347
2020-06-08,11367
2020-06-09,11412
2020-06-10,11440
2020-06-11,11471
2020-06-12,11508
2020-06-13,11536
2020-06-14,11559
2020-06-15,11589
2020-06-16,11630
2020-06-17,11660
2020-06-18,11694
2020-06-19,11720
2020-06-20,11741
2020-06-21,11764
2020-06-22,11800
2020-06-23,11834
2020-06-24,11875
2020-06-25,11931
2020-06-26,11965
2020-06-27,11988
2020-06-28,12006
2020-06-29,12023
2020-06-30,12059
2020-07-01,12095
2020-07-02,12115
2020-07-03,12156
2020-07-04,12180
2020-07-05,12202
2020-07-06,12226
2020-07-07,12262
2020-07-08,12281
