2020-01-01,2396074
2020-01-02,2396464
2020-01-03,2400099
2020-01-04,2403484
2020-01-05,2405488
2020-01-06,2407634
2020-01-07,2412134
2020-01-08,2416853
2020-01-09,2421696
2020-01-10,2426563
2020-01-11,2430738
2020-01-12,2432907
2020-01-13,2435128
2020-01-14,2440104
2020-01-15,2445212
2020-01-16,2450240
2020-01-17,2455065
2020-01-18,2459189
2020-01-19,2461415
2020-01-20,2463867
2020-01-21,2468446
2020-01-22,2473324
2020-01-23,2478272
2020-01-24,2482835
2020-01-25,2486764
2020-01-26,2488822
2020-01-27,2490975
2020-01-28,2495805
2020-01-29,2500767
2020-01-30,2505719
2020-01-31,2510458
2020-02-01,2514664
2020-02-02,2517030
2020-02-03,2519540
2020-02-04,2524795
2020-02-05,2530150
2020-02-06,2535509
2020-02-07,2540688
2020-02-08,2545099
2020-02-09,2547626
2020-02-10,2550294
2020-02-11,2555655
2020-02-12,2561215
2020-02-13,2566985
2020-02-14,2572343
2020-02-15,2576767
2020-02-16,2579362
2020-02-17,2582100
2020-02-18,2587401
2020-02-19,2593206
2020-02-20,2598813
2020-02-21,2604346
2020-02-22,2608979
2020-02-23,2611634
2020-02-24,2614348
2020-02-25,2619507
2020-02-26,2624910
2020-02-27,2630299
2020-02-28,2635647
2020-02-29,2640220
2020-03-01,2642942
2020-03-02,2645712
2020-03-03,2651146
2020-03-04,2657063
2020-03-05,2662726
2020-03-06,2668360
2020-03-07,2672875
2020-03-08,2675541
2020-03-09,2678376
2020-03-10,2683948
2020-03-11,2689900
2020-03-12,2695873
2020-03-13,2701420
2020-03-14,2706090
2020-03-15,2708875
2020-03-16,2711867
2020-03-17,2717298
2020-03-18,2722966
2020-03-19,2728606
2020-03-20,2734196
2020-03-21,2738790
2020-03-22,2741779
2020-03-23,2744884
2020-03-24,2750268
2020-03-25,2755808
2020-03-26,2761236
2020-03-27,2766677
2020-03-28,2771417
2020-03-29,2774519
2020-03-30,2777894
2020-03-31,2783479
2020-04-01,2789034
2020-04-02,2794631
2020-04-03,2800041
2020-04-04,2804703
2020-04-05,2807811
2020-04-06,2810967
2020-04-07,2816200
2020-04-08,2821769
2020-04-09,2827233
2020-04-10,2832346
2020-04-11,2836610
2020-04-12,2839789
2020-04-13,2842929
2020-04-14,2848009
2020-04-15,2853467
2020-04-16,2858936
2020-04-17,2864532
2020-04-18,2869559
2020-04-19,2872788
